,payment_id,customer_id,staff_id,rental_id,amount,payment_date
8386,25889,331,1,5947,5.99,2007-04-10 21:36:08.996577
8387,25890,331,1,8231,0.99,2007-04-28 22:43:03.996577
8388,25891,331,2,8995,4.99,2007-04-30 03:21:37.996577
8389,25892,331,1,9401,5.99,2007-04-30 18:46:45.996577
8390,25893,331,2,10188,6.99,2007-04-30 22:48:07.996577
8391,25894,332,1,4100,6.99,2007-04-07 04:49:18.996577
8392,25895,332,1,4302,6.99,2007-04-07 15:16:19.996577
8393,25896,332,2,5116,2.99,2007-04-09 05:38:38.996577
8394,25897,332,1,5277,1.99,2007-04-09 13:09:08.996577
8395,25898,332,2,5381,2.99,2007-04-09 17:39:37.996577
8396,25899,332,2,5388,0.99,2007-04-09 17:53:51.996577
8397,25900,332,1,5440,0.99,2007-04-09 20:13:43.996577
8398,25901,332,2,7049,7.99,2007-04-27 02:01:07.996577
8399,25902,332,2,7418,2.99,2007-04-27 15:27:35.996577
8400,25903,332,2,7577,8.99,2007-04-27 21:24:33.996577
8401,25904,332,2,7578,4.99,2007-04-27 21:26:43.996577
8402,25905,332,2,7934,8.99,2007-04-28 11:01:36.996577
8403,25906,332,2,8173,6.99,2007-04-28 20:04:10.996577
8404,25907,332,1,9324,1.99,2007-04-30 15:57:18.996577
8405,25908,332,1,9388,5.99,2007-04-30 17:55:48.996577
8406,25909,332,1,9921,0.99,2007-04-30 13:27:47.996577
8407,25910,332,1,10026,4.99,2007-04-30 17:00:17.996577
8408,25911,333,2,5032,0.99,2007-04-09 01:08:13.996577
8409,25912,333,1,5645,1.99,2007-04-10 05:26:47.996577
8410,25913,333,2,5892,4.99,2007-04-10 18:31:08.996577
8411,25914,333,2,6275,0.99,2007-04-11 14:40:37.996577
8412,25915,333,2,6931,4.99,2007-04-26 21:31:23.996577
8413,25916,333,2,6958,0.99,2007-04-26 22:31:07.996577
8414,25917,333,2,7076,6.99,2007-04-27 02:40:40.996577
8415,25918,333,2,7246,0.99,2007-04-27 08:59:07.996577
8416,25919,333,1,8719,4.99,2007-04-29 16:14:11.996577
8417,25920,333,2,9148,4.99,2007-04-30 09:07:36.996577
8418,25921,333,2,9338,10.99,2007-04-30 16:31:39.996577
8419,25922,333,2,10035,4.99,2007-04-30 17:15:12.996577
8420,25923,333,1,10062,2.99,2007-04-30 17:53:21.996577
8421,25924,334,1,3662,4.99,2007-04-06 06:40:14.996577
8422,25925,334,1,4603,6.99,2007-04-08 05:25:33.996577
8423,25926,334,2,5014,4.99,2007-04-09 00:20:15.996577
8424,25927,334,2,5434,0.99,2007-04-09 19:53:46.996577
8425,25928,334,2,5818,5.99,2007-04-10 14:19:38.996577
8426,25929,334,1,5845,4.99,2007-04-10 15:51:40.996577
8427,25930,334,2,6641,5.99,2007-04-12 09:01:40.996577
8428,25931,334,2,6749,4.99,2007-04-12 13:11:31.996577
8429,25932,334,1,6987,2.99,2007-04-26 23:28:16.996577
8430,25933,334,1,8977,7.99,2007-04-30 02:42:33.996577
8431,25934,334,1,9633,2.99,2007-04-30 03:32:34.996577
8432,25935,334,1,10207,3.99,2007-04-30 23:21:27.996577
8433,25936,335,1,3607,0.99,2007-04-06 03:58:35.996577
8434,25937,335,2,4016,0.99,2007-04-06 23:34:16.996577
8435,25938,335,2,4032,2.99,2007-04-07 01:02:39.996577
8436,25939,335,1,4279,4.99,2007-04-07 13:30:19.996577
8437,25940,335,1,4387,8.99,2007-04-07 19:25:13.996577
8438,25941,335,1,5024,4.99,2007-04-09 00:53:38.996577
8439,25942,335,1,5252,0.99,2007-04-09 12:09:10.996577
8440,25943,335,2,5728,2.99,2007-04-10 09:54:40.996577
8441,25944,335,1,6624,7.99,2007-04-12 07:34:16.996577
8442,25945,335,1,6906,0.99,2007-04-12 20:31:28.996577
8443,25946,335,2,8634,3.99,2007-04-29 12:48:23.996577
8444,25947,335,1,8855,2.99,2007-04-29 22:08:36.996577
8445,25948,335,1,9125,5.99,2007-04-30 08:12:05.996577
8446,25949,335,2,9361,4.99,2007-04-30 17:12:15.996577
8447,25950,335,1,9428,0.99,2007-04-30 19:47:03.996577
8448,25951,336,2,4323,5.99,2007-04-07 16:24:19.996577
8449,25952,336,1,4595,2.99,2007-04-08 05:08:51.996577
8450,25953,336,2,5649,2.99,2007-04-10 05:43:33.996577
8451,25954,336,2,5667,0.99,2007-04-10 06:39:29.996577
8452,25955,336,2,6263,4.99,2007-04-11 14:02:16.996577
8453,25956,336,2,6382,6.99,2007-04-11 20:27:19.996577
8454,25957,336,2,8275,4.99,2007-04-29 00:04:13.996577
8455,25958,336,1,8407,6.99,2007-04-29 05:05:28.996577
8456,25959,336,2,8607,4.99,2007-04-29 11:46:26.996577
8457,25960,336,2,8951,8.99,2007-04-30 01:46:50.996577
8458,25961,336,2,9306,0.99,2007-04-30 15:15:43.996577
8459,25962,336,1,10055,0.99,2007-04-30 17:44:24.996577
8460,25963,337,1,3626,5.99,2007-04-06 04:44:01.996577
8461,25964,337,1,4091,6.99,2007-04-07 04:22:04.996577
8462,25965,337,2,4093,4.99,2007-04-07 04:23:16.996577
8463,25966,337,2,4855,4.99,2007-04-08 17:14:16.996577
8464,25967,337,1,5050,2.99,2007-04-09 02:23:04.996577
8465,25968,337,1,6212,0.99,2007-04-11 11:09:14.996577
8466,25969,337,2,6305,7.99,2007-04-11 16:30:51.996577
8467,25970,337,1,6620,2.99,2007-04-12 07:19:29.996577
8468,25971,337,1,7410,4.99,2007-04-27 15:10:25.996577
8469,25972,337,1,8516,4.99,2007-04-29 08:28:29.996577
8470,25973,337,2,8919,8.99,2007-04-30 00:25:29.996577
8471,25974,337,2,9051,5.99,2007-04-30 05:34:20.996577
8472,25975,338,1,3516,0.99,2007-04-05 23:18:56.996577
8473,25976,338,2,3772,2.99,2007-04-06 11:51:19.996577
8474,25977,338,2,4104,5.99,2007-04-07 04:54:07.996577
8475,25978,338,2,4779,4.99,2007-04-08 14:22:07.996577
8476,25979,338,1,5309,4.99,2007-04-09 14:28:42.996577
8477,25980,338,1,6236,2.99,2007-04-11 12:46:43.996577
8478,25981,338,1,6360,4.99,2007-04-11 19:36:06.996577
8479,25982,338,2,7584,3.99,2007-04-27 21:44:12.996577
8480,25983,338,1,8766,0.99,2007-04-29 18:09:30.996577
8481,25984,338,1,9485,7.99,2007-04-30 22:01:06.996577
8482,25985,339,2,3536,2.99,2007-04-06 00:04:37.996577
8483,25986,339,1,4243,4.99,2007-04-07 12:08:24.996577
8484,25987,339,1,4467,0.99,2007-04-07 22:42:18.996577
8485,25988,339,2,4967,3.99,2007-04-08 22:16:29.996577
8486,25989,339,1,5720,3.99,2007-04-10 09:37:38.996577
8487,25990,339,1,6072,6.99,2007-04-11 03:21:06.996577
8488,25991,339,1,6425,0.99,2007-04-11 22:23:18.996577
8489,25992,339,2,6682,7.99,2007-04-12 10:41:09.996577
8490,25993,339,2,7244,2.99,2007-04-27 08:55:59.996577
8491,25994,339,2,7973,4.99,2007-04-28 12:38:32.996577
8492,25995,339,1,8968,0.99,2007-04-30 02:25:58.996577
8493,25996,339,2,9208,5.99,2007-04-30 11:22:29.996577
8494,25997,339,1,9663,4.99,2007-04-30 04:39:14.996577
8495,25998,340,2,4475,2.99,2007-04-07 22:55:56.996577
8496,25999,340,1,4742,0.99,2007-04-08 12:03:49.996577
8497,26000,340,2,6381,4.99,2007-04-11 20:27:14.996577
8498,26001,340,2,7617,2.99,2007-04-27 22:47:06.996577
8499,26002,340,2,8274,4.99,2007-04-29 00:02:58.996577
8500,26003,340,1,8541,0.99,2007-04-29 09:23:27.996577
8501,26004,340,2,8551,4.99,2007-04-29 09:41:37.996577
8502,26005,340,1,8606,4.99,2007-04-29 11:42:50.996577
8503,26006,340,1,9834,2.99,2007-04-30 10:34:08.996577
8504,26007,341,2,3938,4.99,2007-04-06 19:44:11.996577
8505,26008,341,1,4624,2.99,2007-04-08 06:40:43.996577
8506,26009,341,2,5487,4.99,2007-04-09 22:30:16.996577
8507,26010,341,2,5931,0.99,2007-04-10 20:32:45.996577
8508,26011,341,2,7473,2.99,2007-04-27 17:34:06.996577
8509,26012,341,1,8661,2.99,2007-04-29 13:56:50.996577
8510,26013,341,1,8728,9.99,2007-04-29 16:41:15.996577
8511,26014,342,1,5617,0.99,2007-04-10 03:57:16.996577
8512,26015,342,2,6060,4.99,2007-04-11 02:34:43.996577
8513,26016,342,2,6429,8.99,2007-04-11 22:31:16.996577
8514,26017,342,1,6736,2.99,2007-04-12 12:45:16.996577
8515,26018,342,2,6787,7.99,2007-04-12 15:01:54.996577
8516,26019,342,2,6997,0.99,2007-04-26 23:42:28.996577
8517,26020,342,2,7280,2.99,2007-04-27 10:19:18.996577
8518,26021,342,1,9164,2.99,2007-04-30 09:52:40.996577
8519,26022,342,1,9526,0.99,2007-04-30 23:30:48.996577
8520,26023,342,2,9948,5.99,2007-04-30 14:18:07.996577
8521,26024,342,1,9955,0.99,2007-04-30 14:29:52.996577
8522,26025,342,2,9956,4.99,2007-04-30 14:32:13.996577
8523,26026,343,1,3978,5.99,2007-04-06 21:32:59.996577
8524,26027,343,1,4472,7.99,2007-04-07 22:50:32.996577
8525,26028,343,2,5097,4.99,2007-04-09 04:38:17.996577
8526,26029,343,1,5337,3.99,2007-04-09 15:32:16.996577
8527,26030,343,1,7069,6.99,2007-04-27 02:28:01.996577
8528,26031,343,2,8012,5.99,2007-04-28 13:57:26.996577
8529,26032,343,2,8088,9.99,2007-04-28 16:52:15.996577
8530,26033,343,2,9458,5.99,2007-04-30 20:53:00.996577
8531,26034,343,2,9739,2.99,2007-04-30 07:36:29.996577
8532,26035,344,2,4028,5.99,2007-04-07 00:47:40.996577
8533,26036,344,2,4347,3.99,2007-04-07 17:27:23.996577
8534,26037,344,2,6363,5.99,2007-04-11 19:41:45.996577
8535,26038,344,2,7480,4.99,2007-04-27 17:48:19.996577
8536,26039,344,2,8561,2.99,2007-04-29 09:57:38.996577
8537,26040,344,2,9788,4.99,2007-04-30 08:56:47.996577
8538,26041,345,2,4422,2.99,2007-04-07 20:38:11.996577
8539,26042,345,1,4425,2.99,2007-04-07 20:51:10.996577
8540,26043,345,2,4450,4.99,2007-04-07 21:48:31.996577
8541,26044,345,2,5508,3.99,2007-04-09 23:18:27.996577
8542,26045,345,1,6307,7.99,2007-04-11 16:32:55.996577
8543,26046,345,1,7092,6.99,2007-04-27 03:14:26.996577
8544,26047,345,2,8129,2.99,2007-04-28 18:15:28.996577
8545,26048,345,2,8694,8.99,2007-04-29 15:13:14.996577
8546,26049,345,1,9163,4.99,2007-04-30 09:51:48.996577
8547,26050,345,2,9207,2.99,2007-04-30 11:18:23.996577
8548,26051,345,2,10215,8.99,2007-04-30 23:32:54.996577
8549,26052,346,2,4420,4.99,2007-04-07 20:35:57.996577
8550,26053,346,1,4958,8.99,2007-04-08 21:48:18.996577
8551,26054,346,1,5428,4.99,2007-04-09 19:41:16.996577
8552,26055,346,2,5557,4.99,2007-04-10 01:38:47.996577
8553,26056,346,2,6136,4.99,2007-04-11 07:02:35.996577
8554,26057,346,2,6323,2.99,2007-04-11 17:30:45.996577
8555,26058,346,2,6881,8.99,2007-04-12 19:15:01.996577
8556,26059,346,2,7943,6.99,2007-04-28 11:19:21.996577
8557,26060,346,2,8272,5.99,2007-04-28 23:58:17.996577
8558,26061,346,1,8505,6.99,2007-04-29 07:51:18.996577
8559,26062,346,2,8543,0.99,2007-04-29 09:30:23.996577
8560,26063,346,2,8732,8.99,2007-04-29 16:53:29.996577
8561,26064,346,2,9566,4.99,2007-04-30 01:00:36.996577
8562,26065,346,1,9848,4.99,2007-04-30 11:12:59.996577
8563,26066,346,1,9927,2.99,2007-04-30 13:40:39.996577
8564,26067,347,2,3605,0.99,2007-04-06 03:55:41.996577
8565,26068,347,2,3666,4.99,2007-04-06 06:56:09.996577
8566,26069,347,1,4232,5.99,2007-04-07 11:17:38.996577
8567,26070,347,1,4523,6.99,2007-04-08 01:35:25.996577
8568,26071,347,2,5471,0.99,2007-04-09 21:40:18.996577
8569,26072,347,1,5819,2.99,2007-04-10 14:24:46.996577
8570,26073,347,2,6121,1.99,2007-04-11 06:23:53.996577
8571,26074,347,1,7811,0.99,2007-04-28 06:34:27.996577
8572,26075,347,2,8148,4.99,2007-04-28 19:08:13.996577
8573,26076,347,2,8153,4.99,2007-04-28 19:24:15.996577
8574,26077,347,2,8176,4.99,2007-04-28 20:10:34.996577
8575,26078,347,2,8378,4.99,2007-04-29 03:57:01.996577
8576,26079,347,2,8771,2.99,2007-04-29 18:23:07.996577
8577,26080,347,1,9013,4.99,2007-04-30 03:47:46.996577
8578,26081,347,1,9582,4.99,2007-04-30 01:33:45.996577
8579,26082,347,1,9856,3.99,2007-04-30 11:29:01.996577
8580,26083,347,1,9876,2.99,2007-04-30 12:06:17.996577
8581,26084,348,2,3494,4.99,2007-04-05 22:15:56.996577
8582,26085,348,2,3610,4.99,2007-04-06 04:05:25.996577
8583,26086,348,2,4556,9.99,2007-04-08 03:17:07.996577
8584,26087,348,2,4633,0.99,2007-04-08 07:08:05.996577
8585,26088,348,1,4699,0.99,2007-04-08 10:05:22.996577
8586,26089,348,1,4807,8.99,2007-04-08 15:30:14.996577
8587,26090,348,1,5345,4.99,2007-04-09 15:56:44.996577
8588,26091,348,2,5965,0.99,2007-04-10 22:20:18.996577
8589,26092,348,2,6776,2.99,2007-04-12 14:30:35.996577
8590,26093,348,2,7380,2.99,2007-04-27 14:05:27.996577
8591,26094,348,1,7482,6.99,2007-04-27 17:52:42.996577
8592,26095,348,2,7825,4.99,2007-04-28 07:03:23.996577
8593,26096,348,1,8500,2.99,2007-04-29 07:40:27.996577
8594,26097,348,1,8569,4.99,2007-04-29 10:07:43.996577
8595,26098,348,2,8682,4.99,2007-04-29 14:43:52.996577
8596,26099,348,2,9482,2.99,2007-04-30 21:57:42.996577
8597,26100,349,2,3488,3.99,2007-04-05 22:01:15.996577
8598,26101,349,1,4190,2.99,2007-04-07 09:21:05.996577
8599,26102,349,2,4494,5.99,2007-04-08 00:11:11.996577
8600,26103,349,1,4881,0.99,2007-04-08 18:09:00.996577
8601,26104,349,1,5433,4.99,2007-04-09 19:50:26.996577
8602,26105,349,1,7002,4.99,2007-04-26 23:54:40.996577
8603,26106,349,1,7046,4.99,2007-04-27 01:56:22.996577
8604,26107,349,2,7702,2.99,2007-04-28 02:24:31.996577
8605,26108,349,2,8297,4.99,2007-04-29 01:14:12.996577
8606,26109,349,1,9262,1.99,2007-04-30 13:13:28.996577
8607,26110,349,1,9670,5.99,2007-04-30 05:01:59.996577
8608,26111,349,1,9731,0.99,2007-04-30 07:23:13.996577
8609,26112,350,1,3529,0.99,2007-04-05 23:43:52.996577
8610,26113,350,1,3893,5.99,2007-04-06 17:27:57.996577
8611,26114,350,1,4767,2.99,2007-04-08 13:47:19.996577
8612,26115,350,1,5240,0.99,2007-04-09 11:43:14.996577
8613,26116,350,1,5303,2.99,2007-04-09 14:12:35.996577
8614,26117,350,1,5786,1.99,2007-04-10 12:35:10.996577
8615,26118,350,2,6408,3.99,2007-04-11 21:31:28.996577
8616,26119,350,2,7416,4.99,2007-04-27 15:23:51.996577
8617,26120,351,1,3836,2.99,2007-04-06 14:54:30.996577
8618,26121,351,1,4544,0.99,2007-04-08 02:39:30.996577
8619,26122,351,1,4756,1.99,2007-04-08 12:52:26.996577
8620,26123,351,2,4761,5.99,2007-04-08 13:20:11.996577
8621,26124,351,1,5280,0.99,2007-04-09 13:23:33.996577
8622,26125,351,1,5912,3.99,2007-04-10 19:26:48.996577
8623,26126,351,2,6180,3.99,2007-04-11 09:35:16.996577
8624,26127,351,1,6664,4.99,2007-04-12 09:56:48.996577
8625,26128,351,2,6777,5.99,2007-04-12 14:33:06.996577
8626,26129,351,2,7630,4.99,2007-04-27 23:29:29.996577
8627,26130,351,2,8512,4.99,2007-04-29 08:16:29.996577
8628,26131,351,1,9707,7.99,2007-04-30 06:12:44.996577
8629,26132,351,2,10119,0.99,2007-04-30 19:49:25.996577
8630,26133,352,2,4116,4.99,2007-04-07 05:24:39.996577
8631,26134,352,2,6329,5.99,2007-04-11 17:39:04.996577
8632,26135,352,1,7033,2.99,2007-04-27 01:31:51.996577
8633,26136,352,1,7419,7.99,2007-04-27 15:32:41.996577
8634,26137,352,2,7512,6.99,2007-04-27 19:09:06.996577
8635,26138,352,1,7579,4.99,2007-04-27 21:35:07.996577
8636,26139,352,1,7845,5.99,2007-04-28 07:46:33.996577
8637,26140,352,1,7886,2.99,2007-04-28 09:06:21.996577
8638,26141,352,1,9463,0.99,2007-04-30 20:59:23.996577
8639,26142,353,2,4380,5.99,2007-04-07 19:03:26.996577
8640,26143,353,2,6559,1.99,2007-04-12 03:49:01.996577
8641,26144,353,1,6610,3.99,2007-04-12 06:48:28.996577
8642,26145,353,2,7993,3.99,2007-04-28 13:25:07.996577
8643,26146,353,2,10071,2.99,2007-04-30 18:18:01.996577
8644,26147,354,2,3821,2.99,2007-04-06 14:04:46.996577
8645,26148,354,2,4034,0.99,2007-04-07 01:04:59.996577
8646,26149,354,1,4449,5.99,2007-04-07 21:47:24.996577
8647,26150,354,2,4745,2.99,2007-04-08 12:13:35.996577
8648,26151,354,1,5354,4.99,2007-04-09 16:32:59.996577
8649,26152,354,2,5556,4.99,2007-04-10 01:38:43.996577
8650,26153,354,1,5873,3.99,2007-04-10 17:30:36.996577
8651,26154,354,1,6054,0.99,2007-04-11 02:27:05.996577
8652,26155,354,1,6838,4.99,2007-04-12 17:29:56.996577
8653,26156,354,1,6926,0.99,2007-04-26 21:21:11.996577
8654,26157,354,1,6939,5.99,2007-04-26 21:46:17.996577
8655,26158,354,2,7148,0.99,2007-04-27 05:32:35.996577
8656,26159,354,2,7235,2.99,2007-04-27 08:37:56.996577
8657,26160,354,2,7241,0.99,2007-04-27 08:54:15.996577
8658,26161,354,2,8321,4.99,2007-04-29 02:19:20.996577
8659,26162,354,2,8477,8.99,2007-04-29 07:09:02.996577
8660,26163,354,1,8609,4.99,2007-04-29 11:47:51.996577
8661,26164,354,2,8921,0.99,2007-04-30 00:32:28.996577
8662,26165,354,1,9130,2.99,2007-04-30 08:23:36.996577
8663,26166,355,1,3567,5.99,2007-04-06 01:38:02.996577
8664,26167,355,1,3730,6.99,2007-04-06 09:59:50.996577
8665,26168,355,1,5210,4.99,2007-04-09 09:52:45.996577
8666,26169,355,1,5564,5.99,2007-04-10 01:51:31.996577
8667,26170,355,1,6127,0.99,2007-04-11 06:35:25.996577
8668,26171,355,2,6262,6.99,2007-04-11 14:01:50.996577
8669,26172,355,1,6437,2.99,2007-04-11 22:48:55.996577
8670,26173,355,2,6669,4.99,2007-04-12 10:08:21.996577
8671,26174,355,2,7108,4.99,2007-04-27 03:56:58.996577
8672,26175,355,2,7477,5.99,2007-04-27 17:39:29.996577
8673,26176,355,2,8418,1.99,2007-04-29 05:22:47.996577
8674,26177,356,2,3829,6.99,2007-04-06 14:28:06.996577
8675,26178,356,2,4599,4.99,2007-04-08 05:16:52.996577
8676,26179,356,1,5513,0.99,2007-04-09 23:34:07.996577
8677,26180,356,1,6593,4.99,2007-04-12 05:49:43.996577
8678,26181,356,1,6648,0.99,2007-04-12 09:14:56.996577
8679,26182,356,1,7079,2.99,2007-04-27 02:50:24.996577
8680,26183,356,1,7758,1.99,2007-04-28 04:52:07.996577
8681,26184,356,1,7902,0.99,2007-04-28 09:42:45.996577
8682,26185,356,1,8198,3.99,2007-04-28 21:36:31.996577
8683,26186,356,1,8975,5.99,2007-04-30 02:38:44.996577
8684,26187,356,2,9037,4.99,2007-04-30 04:51:40.996577
8685,26188,356,2,9523,3.99,2007-04-30 23:24:35.996577
8686,26189,356,2,9883,6.99,2007-04-30 12:22:03.996577
8687,26190,357,1,3865,3.99,2007-04-06 16:15:23.996577
8688,26191,357,1,4478,0.99,2007-04-07 23:07:34.996577
8689,26192,357,1,5896,0.99,2007-04-10 18:44:22.996577
8690,26193,357,1,6288,8.99,2007-04-11 15:30:18.996577
8691,26194,357,2,6367,4.99,2007-04-11 19:46:55.996577
8692,26195,357,2,6405,2.99,2007-04-11 21:21:38.996577
8693,26196,357,1,6839,0.99,2007-04-12 17:31:45.996577
8694,26197,357,1,7353,2.99,2007-04-27 13:07:05.996577
8695,26198,357,1,7366,5.99,2007-04-27 13:29:43.996577
8696,26199,357,2,8041,2.99,2007-04-28 15:08:22.996577
8697,26200,357,1,8124,2.99,2007-04-28 17:57:24.996577
8698,26201,357,2,9233,3.99,2007-04-30 12:12:41.996577
8699,26202,358,1,3753,2.99,2007-04-06 11:02:32.996577
8700,26203,358,1,3809,2.99,2007-04-06 13:45:03.996577
8701,26204,358,2,5023,5.99,2007-04-09 00:51:42.996577
8702,26205,358,1,6362,2.99,2007-04-11 19:37:57.996577
8703,26206,358,1,8621,2.99,2007-04-29 12:21:08.996577
8704,26207,358,2,9062,0.99,2007-04-30 05:51:43.996577
8705,26208,358,1,9568,0.99,2007-04-30 01:06:10.996577
8706,26209,358,1,10193,2.99,2007-04-30 23:01:53.996577
8707,26210,359,2,4830,7.99,2007-04-08 16:24:49.996577
8708,26211,359,2,6424,9.99,2007-04-11 22:18:03.996577
8709,26212,359,1,6542,2.99,2007-04-12 03:22:15.996577
8710,26213,359,2,6741,0.99,2007-04-12 12:52:42.996577
8711,26214,359,2,7098,0.99,2007-04-27 03:29:34.996577
8712,26215,359,1,7115,0.99,2007-04-27 04:11:24.996577
8713,26216,359,1,8174,4.99,2007-04-28 20:05:18.996577
8714,26217,359,1,9898,4.99,2007-04-30 12:40:29.996577
8715,26218,359,2,10174,5.99,2007-04-30 22:08:34.996577
8716,26219,360,1,4056,4.99,2007-04-07 02:26:02.996577
8717,26220,360,1,4487,7.99,2007-04-07 23:48:48.996577
8718,26221,360,2,5456,2.99,2007-04-09 21:00:11.996577
8719,26222,360,1,5834,1.99,2007-04-10 15:12:38.996577
8720,26223,360,1,5995,3.99,2007-04-10 23:44:05.996577
8721,26224,360,1,6442,0.99,2007-04-11 22:58:11.996577
8722,26225,360,2,6770,5.99,2007-04-12 14:18:06.996577
8723,26226,360,1,7251,2.99,2007-04-27 09:13:21.996577
8724,26227,360,2,7588,9.99,2007-04-27 21:51:57.996577
8725,26228,360,1,7654,4.99,2007-04-28 00:28:40.996577
8726,26229,360,2,7908,3.99,2007-04-28 10:01:23.996577
8727,26230,360,1,8220,2.99,2007-04-28 22:15:07.996577
8728,26231,360,2,8361,2.99,2007-04-29 03:37:23.996577
8729,26232,360,1,9283,4.99,2007-04-30 13:53:45.996577
8730,26233,360,2,9352,0.99,2007-04-30 16:57:52.996577
8731,26234,360,1,9623,2.99,2007-04-30 02:58:28.996577
8732,26235,360,2,9659,3.99,2007-04-30 04:30:40.996577
8733,26236,361,2,5154,2.99,2007-04-09 07:14:44.996577
8734,26237,361,1,6152,0.99,2007-04-11 07:54:18.996577
8735,26238,361,2,6829,4.99,2007-04-12 17:07:25.996577
8736,26239,361,2,6911,0.99,2007-04-12 20:43:00.996577
8737,26240,361,1,6914,1.99,2007-04-12 20:55:22.996577
8738,26241,361,1,7538,2.99,2007-04-27 20:06:30.996577
8739,26242,361,2,7712,2.99,2007-04-28 02:58:19.996577
8740,26243,361,2,8189,4.99,2007-04-28 21:04:52.996577
8741,26244,361,1,10145,1.99,2007-04-30 20:43:39.996577
8742,26245,361,1,10151,4.99,2007-04-30 20:51:03.996577
8743,26246,362,2,4646,8.99,2007-04-08 07:51:52.996577
8744,26247,362,1,5227,4.99,2007-04-09 10:45:05.996577
8745,26248,362,2,5563,1.99,2007-04-10 01:49:28.996577
8746,26249,362,2,5690,5.99,2007-04-10 07:55:15.996577
8747,26250,362,1,6204,4.99,2007-04-11 10:57:48.996577
8748,26251,362,2,6576,4.99,2007-04-12 04:42:07.996577
8749,26252,362,1,6981,4.99,2007-04-26 23:20:04.996577
8750,26253,362,1,7172,1.99,2007-04-27 06:27:42.996577
8751,26254,362,1,7485,2.99,2007-04-27 17:57:35.996577
8752,26255,362,1,8081,2.99,2007-04-28 16:35:12.996577
8753,26256,362,2,8325,2.99,2007-04-29 02:25:53.996577
8754,26257,362,2,8364,4.99,2007-04-29 03:38:57.996577
8755,26258,362,1,8662,0.99,2007-04-29 13:59:59.996577
8756,26259,362,1,8714,2.99,2007-04-29 16:00:06.996577
8757,26260,362,1,9784,4.99,2007-04-30 08:49:58.996577
8758,26261,363,1,3726,3.99,2007-04-06 09:44:15.996577
8759,26262,363,2,5687,3.99,2007-04-10 07:35:45.996577
8760,26263,363,1,5758,6.99,2007-04-10 11:11:09.996577
8761,26264,363,2,6140,4.99,2007-04-11 07:09:13.996577
8762,26265,363,2,6705,4.99,2007-04-12 11:21:37.996577
8763,26266,363,2,6821,2.99,2007-04-12 16:50:36.996577
8764,26267,363,2,6878,4.99,2007-04-12 19:05:39.996577
8765,26268,363,1,7256,2.99,2007-04-27 09:26:58.996577
8766,26269,363,2,7708,4.99,2007-04-28 02:47:41.996577
8767,26270,363,2,8121,2.99,2007-04-28 17:54:11.996577
8768,26271,363,2,8522,3.99,2007-04-29 08:44:45.996577
8769,26272,363,2,8804,2.99,2007-04-29 19:56:45.996577
8770,26273,363,2,8841,4.99,2007-04-29 21:24:33.996577
8771,26274,363,1,9968,4.99,2007-04-30 15:00:42.996577
8772,26275,363,1,9977,8.99,2007-04-30 15:27:08.996577
8773,26276,364,1,3678,4.99,2007-04-06 07:43:41.996577
8774,26277,364,2,3961,4.99,2007-04-06 20:40:09.996577
8775,26278,364,1,4047,0.99,2007-04-07 01:57:15.996577
8776,26279,364,2,4689,4.99,2007-04-08 09:32:13.996577
8777,26280,364,1,5872,10.99,2007-04-10 17:22:31.996577
8778,26281,364,1,7272,2.99,2007-04-27 09:58:46.996577
8779,26282,364,2,9266,4.99,2007-04-30 13:27:27.996577
8780,26283,364,1,10092,0.99,2007-04-30 18:56:35.996577
8781,26284,365,1,4583,1.99,2007-04-08 04:38:10.996577
8782,26285,365,1,6604,4.99,2007-04-12 06:26:11.996577
8783,26286,365,1,7488,7.99,2007-04-27 18:04:41.996577
8784,26287,365,2,7634,4.99,2007-04-27 23:35:27.996577
8785,26288,365,1,8168,4.99,2007-04-28 19:56:58.996577
8786,26289,365,2,8782,4.99,2007-04-29 18:58:00.996577
8787,26290,365,1,8856,3.99,2007-04-29 22:10:26.996577
8788,26291,365,1,9122,2.99,2007-04-30 08:05:18.996577
8789,26292,365,2,9184,4.99,2007-04-30 10:38:45.996577
8790,26293,365,2,9540,2.99,2007-04-30 00:08:32.996577
8791,26294,366,2,3632,4.99,2007-04-06 05:06:47.996577
8792,26295,366,1,3834,2.99,2007-04-06 14:48:22.996577
8793,26296,366,2,4276,2.99,2007-04-07 13:19:25.996577
8794,26297,366,1,4569,5.99,2007-04-08 03:59:17.996577
8795,26298,366,2,5364,0.99,2007-04-09 16:53:14.996577
8796,26299,366,1,6112,6.99,2007-04-11 05:56:31.996577
8797,26300,366,1,6366,4.99,2007-04-11 19:46:42.996577
8798,26301,366,2,6533,6.99,2007-04-12 03:08:04.996577
8799,26302,366,2,6738,5.99,2007-04-12 12:46:21.996577
8800,26303,366,1,6842,0.99,2007-04-12 17:36:21.996577
8801,26304,366,2,6971,4.99,2007-04-26 22:54:43.996577
8802,26305,366,1,7344,1.99,2007-04-27 12:57:54.996577
8803,26306,366,1,7562,2.99,2007-04-27 20:53:41.996577
8804,26307,366,2,7602,4.99,2007-04-27 22:17:01.996577
8805,26308,366,1,7805,6.99,2007-04-28 06:25:07.996577
8806,26309,366,2,8169,4.99,2007-04-28 19:58:12.996577
8807,26310,366,2,8260,1.99,2007-04-28 23:39:26.996577
8808,26311,366,2,8928,2.99,2007-04-30 00:46:45.996577
